image,row,col,cluster,e0_gabor000,e0_gabor045,e0_gabor090,e0_gabor135,e0_log,e0_dog,e0_log2,e0_media,e1_gabor000,e1_gabor045,e1_gabor090,e1_gabor135,e1_log,e1_dog,e1_log2,e1_media,e2_gabor000,e2_gabor045,e2_gabor090,e2_gabor135,e2_log,e2_dog,e2_log2,e2_media
12.png,13,4,1,0.38476,0.15813,0.20007,0.16113,0.33250,0.41333,0.44453,51.61353,0.45953,0.21423,0.16178,0.24486,0.42840,0.96581,0.87650,51.56279,1.52987,0.88552,1.11499,1.04204,1.20822,7.45535,5.87467,52.48171
12.png,13,5,1,0.31357,0.18028,0.14404,0.14541,0.28286,0.33306,0.39343,50.26550,0.42021,0.19360,0.25145,0.10966,0.36652,0.57746,0.55759,50.20859,0.67851,0.53063,0.29831,0.28724,0.57808,2.72428,1.64546,50.38915
12.png,13,6,1,0.37280,0.15987,0.16213,0.16629,0.28057,0.21990,0.27768,50.78318,0.30180,0.14149,0.16018,0.17262,0.25648,0.49450,0.46947,50.79319,0.39756,0.23005,0.12836,0.21219,0.50829,2.53347,1.66548,50.88858
12.png,13,7,1,0.29043,0.14177,0.19949,0.17816,0.29100,0.27038,0.36454,52.02585,0.35916,0.12665,0.21361,0.21620,0.33140,0.33017,0.31107,51.97040,0.46045,0.18124,0.13863,0.26813,0.36400,2.72812,1.73764,51.84171
12.png,13,8,1,0.23354,0.11937,0.23251,0.17049,0.27379,0.31061,0.37272,53.16653,0.27115,0.13290,0.32291,0.25043,0.35635,0.48839,0.51506,53.11086,0.72925,0.30141,0.22189,0.39324,0.63378,2.75083,2.11347,52.90422
12.png,13,9,1,0.24065,0.14156,0.23183,0.23824,0.29568,0.20671,0.32445,57.24870,0.18701,0.14826,0.23640,0.36901,0.29602,0.27527,0.25580,57.06003,0.57191,0.17779,0.24093,0.34977,0.33278,3.11044,1.96660,56.54179
12.png,13,10,1,0.16696,0.14540,0.36380,0.21154,0.29461,0.21470,0.27160,63.70724,0.17144,0.14752,0.24718,0.16252,0.25280,0.23826,0.29260,63.52396,0.53939,0.24745,0.35564,0.32801,0.35418,3.70735,2.25701,62.93429
12.png,13,11,1,0.25280,0.14276,0.13768,0.21002,0.22924,0.16443,0.20401,70.89321,0.23511,0.11548,0.16644,0.16988,0.18185,0.32858,0.30892,70.67196,0.44149,0.23654,0.18283,0.31909,0.44774,3.95610,2.59245,69.89891
12.png,13,12,1,0.44281,0.14589,0.23307,0.22205,0.32748,0.34134,0.37191,80.71521,0.52961,0.17284,0.36594,0.37600,0.34963,0.77590,0.74436,80.24667,0.51005,0.43755,0.58802,0.61020,0.85047,3.58000,2.48769,79.14156
12.png,13,13,1,0.47497,0.16981,0.24384,0.24816,0.34291,0.27791,0.37793,101.05455,0.55736,0.14182,0.33385,0.39948,0.33157,0.40738,0.47621,100.12878,0.81490,0.38183,0.52821,0.82884,0.52402,5.04165,2.84066,98.09940
12.png,13,14,1,0.45330,0.15481,0.26043,0.23194,0.31430,0.27211,0.37942,123.61395,0.54105,0.16873,0.35181,0.39649,0.33343,0.49393,0.43004,122.56645,0.92160,0.35429,0.42768,0.86409,0.53809,6.89919,4.26090,120.00918
12.png,13,15,1,0.55653,0.17013,0.17382,0.19699,0.32237,0.35490,0.41763,140.46887,0.68719,0.25341,0.23641,0.34237,0.39522,1.16199,0.96023,139.36473,1.06641,0.72536,0.43875,0.80400,1.21159,8.73262,6.13218,136.27275
12.png,14,0,4,4.90343,0.80251,0.21179,0.71817,3.46943,6.60785,6.95428,146.80945,10.23776,1.53501,0.25690,1.37859,7.28701,13.46290,14.61779,143.72070,18.71204,2.34340,0.49186,2.23459,14.57862,21.71642,25.19596,138.02017
12.png,14,1,4,4.53685,0.79799,0.16845,0.67356,3.23906,6.41621,6.69497,141.91313,9.62623,1.51303,0.23189,1.30081,6.90640,13.59911,14.34518,138.93155,17.67587,2.15788,0.35779,2.03276,13.68916,22.10059,25.06889,133.42171
12.png,14,2,4,4.44847,0.78629,0.24666,0.72879,3.28195,6.53260,6.77863,135.63304,10.17240,1.47993,0.35271,1.41325,7.20344,14.74217,15.30672,132.50821,18.88118,2.09121,0.54850,2.13585,14.17434,22.27975,25.29807,126.37790
12.png,14,3,4,5.32607,0.85786,0.33354,0.88526,3.74843,7.36792,7.62395,127.96521,11.68436,1.55350,0.68460,1.58840,7.87746,16.35486,17.34781,124.46660,22.67141,2.00358,1.26092,1.93680,15.81889,22.08359,24.79964,117.63152
12.png,14,4,5,4.14305,1.83096,3.22555,2.08657,5.36315,9.21380,10.37675,106.21111,7.62640,3.81941,6.94415,4.84844,9.99631,12.72297,15.26888,103.44790,16.45365,3.85282,9.50327,6.84811,12.85619,15.43802,17.05193,98.10021
12.png,14,5,3,2.68792,1.00821,1.10507,0.82984,2.52359,4.12944,4.51999,53.96734,5.32958,1.78864,2.62298,2.12264,4.38421,5.17924,6.25514,55.41945,5.79696,3.06508,5.08199,4.72213,5.37256,3.08113,4.80509,56.52950
12.png,14,6,2,2.64962,1.71875,1.10972,0.93568,2.42184,3.15614,3.88728,49.45018,5.02309,1.76505,1.38896,1.82098,3.57039,3.62265,4.56057,49.74376,6.13602,2.06550,2.04623,2.14242,4.14755,5.73060,6.50018,49.00644
12.png,14,7,2,2.46624,0.39128,0.16905,0.37175,1.60349,2.74305,2.95276,45.42618,4.13132,0.52133,0.24414,0.53499,2.91346,4.23933,5.12396,46.08994,7.38886,0.61252,0.26007,0.90851,4.70802,5.37687,7.19382,45.95164
12.png,14,8,2,2.12818,0.34282,0.24728,0.36409,1.57273,2.87475,3.09043,45.47048,4.60360,0.51738,0.23557,0.55529,3.03103,4.18114,5.29309,46.16345,7.50962,0.71996,0.24868,0.77718,4.97049,5.50533,7.40204,45.97092
12.png,14,9,2,2.51714,0.37760,0.33341,0.39596,1.54710,2.37571,2.59256,45.27885,4.02057,0.50255,0.26595,0.54726,2.54331,3.87899,4.61454,46.08319,6.88530,0.62361,0.25256,0.68153,4.39311,5.58330,6.94543,46.35783
12.png,14,10,2,2.80359,0.37685,0.25167,0.37936,1.73022,2.71429,2.97442,49.12243,4.52160,0.57062,0.21631,0.52061,2.98526,4.40983,5.37920,49.96064,7.66116,0.86365,0.19987,0.76034,5.14916,6.11404,7.93657,50.22318
12.png,14,11,2,3.55939,0.40985,0.17324,0.39956,2.09118,3.00430,3.34800,56.42596,5.21262,0.61960,0.19671,0.58814,3.29290,4.94200,5.92113,57.22573,8.62251,0.93784,0.29826,0.71897,5.65759,6.95928,8.88125,57.24741
12.png,14,12,4,3.64877,0.53991,0.47861,0.60906,2.55556,4.02739,4.56984,69.07235,6.96342,0.83629,0.64009,0.86225,4.42127,6.28633,7.71706,69.93012,10.66677,1.30993,0.60997,0.98130,7.30707,7.71811,10.80770,69.86640
12.png,14,13,4,4.97537,0.79434,0.56919,1.00602,3.54230,6.02777,6.65620,90.44653,9.77096,1.01207,0.87648,1.36270,6.29275,7.66192,9.83528,91.72746,13.44703,1.37958,0.78786,1.27035,9.16544,8.55316,12.91419,91.81367
12.png,14,14,4,6.75858,0.79677,0.28250,0.88411,5.12387,8.59880,9.90398,111.51199,15.48672,0.84729,0.35364,0.90973,8.85234,8.33285,10.24066,112.66399,15.75570,1.17790,0.49055,1.02851,9.49031,8.63543,12.99122,113.22464
12.png,14,15,4,5.88693,1.27475,0.58801,0.98030,5.24177,9.15524,10.44070,129.96854,16.39904,1.37274,0.61311,0.96584,9.28470,8.49355,10.16535,131.83351,15.69216,1.74408,0.67916,1.20328,9.64672,9.18339,13.48073,131.88744
12.png,15,0,4,5.02003,0.90259,0.54319,1.19217,3.62194,5.70185,5.97230,140.47038,8.83203,1.43137,0.57945,1.96998,6.10096,16.08474,15.01452,143.85725,14.26034,2.36273,1.03532,2.96577,17.70747,33.99986,39.16138,151.12227
12.png,15,1,4,5.06316,1.01248,0.76991,1.33295,3.75806,6.65474,6.91830,124.66235,9.38664,1.59189,0.79483,2.06545,7.19337,15.52876,15.67372,128.40143,15.45411,2.61917,0.98938,3.06122,17.93009,33.29048,37.59875,135.75693
12.png,15,2,4,8.53849,1.07351,0.66241,1.44063,5.57490,7.04755,8.43390,109.98930,13.54173,1.58406,1.04110,2.23237,7.91480,14.36607,14.52197,113.56613,16.92993,2.63026,1.38652,3.02323,16.75249,31.34198,34.10897,120.50377
12.png,15,3,4,9.45112,1.08016,0.71743,1.63709,6.75944,8.26700,9.77978,86.92200,16.00761,1.45094,1.06122,2.08760,8.93603,13.45404,14.70572,91.21172,20.56978,2.27603,1.71542,3.02217,16.93315,28.75777,30.42311,99.87177
12.png,15,4,5,8.07282,2.16295,2.66113,2.40859,7.41268,8.93308,11.66015,62.62156,14.86470,2.92200,5.76101,4.87536,11.01612,10.72757,13.33769,65.85672,19.03064,2.94884,10.11658,7.66506,13.70078,17.97486,19.72289,72.73815
12.png,15,5,3,2.50425,1.59062,2.00315,1.45777,2.80203,4.06039,4.55314,22.29853,4.63530,2.99049,2.91209,2.08563,4.80453,5.73647,6.95328,24.14936,9.08974,4.73058,6.17332,4.12342,7.40078,8.22375,8.24750,27.61201
12.png,15,6,2,1.93729,1.93652,1.71799,1.37468,2.11063,2.87702,3.10297,13.20239,3.08408,2.04497,2.28177,2.10478,3.19078,2.95619,4.40740,13.65963,3.92391,3.43514,2.49819,2.96231,4.26238,5.03437,5.70807,14.96891
12.png,15,7,2,1.84052,0.61429,0.59105,0.63721,1.55103,2.65396,2.82318,10.19835,3.62906,0.60701,0.53681,0.66592,2.91257,3.63842,4.59559,10.47533,4.86845,1.02054,0.55770,0.88598,3.93599,5.77104,7.55722,12.25426
12.png,15,8,2,1.84074,0.67850,0.68721,0.74131,1.43468,1.89853,2.07977,6.63581,2.63872,0.57475,0.63163,0.89229,2.08788,2.98014,3.46641,6.85386,4.20021,0.49073,0.70214,0.46969,3.11152,5.57247,6.14319,8.84239
12.png,15,9,0,0.82809,0.46834,0.39853,0.39474,0.62004,0.69118,0.73890,1.81404,0.81812,0.49280,0.42044,0.34813,0.75256,2.07292,1.67282,2.17710,2.15629,0.77212,0.69611,0.67750,2.02879,5.89987,5.55601,4.25701
12.png,15,10,2,1.21228,0.79172,0.51732,0.67912,1.19038,1.82247,1.96917,12.32086,2.43440,0.68748,0.71644,0.81396,1.97035,3.68642,3.55029,11.97543,3.43958,0.92968,0.27219,1.02405,3.97995,6.77671,8.57670,12.14408
12.png,15,11,2,1.78719,0.46564,0.39222,0.91046,1.60026,2.27792,2.62678,14.22528,2.91484,0.75053,0.54514,1.51999,2.61479,4.24013,4.38141,14.25900,3.78362,1.53840,0.78309,1.67605,4.84323,7.59377,9.80883,15.04460
12.png,15,12,2,1.28578,0.79128,1.08599,1.27687,1.49949,2.14293,2.14426,9.48844,3.01566,0.92920,1.13654,1.16500,2.11171,3.72154,3.62614,8.85035,3.43681,0.88187,0.86413,1.54668,3.66412,8.97117,8.74753,10.21865
12.png,15,13,4,4.84291,0.87895,0.83781,1.47806,4.53151,7.65739,8.80778,38.71853,12.83546,0.80326,1.17015,1.24236,8.43664,5.67591,6.09497,36.50982,7.32954,0.75139,1.47453,0.76961,3.81086,8.45858,7.40683,33.91933
12.png,15,14,4,8.00918,1.50340,0.70035,1.36249,8.25456,15.67571,17.54575,70.52759,26.43892,0.87337,0.56303,0.74316,17.27405,8.86592,11.05077,67.69678,13.23544,0.57019,0.62753,0.62455,5.86684,8.47403,6.80533,62.38458
12.png,15,15,4,12.08301,2.32055,0.80355,2.00871,12.62711,24.10542,27.11232,87.70963,40.86660,1.03681,0.55498,1.04562,25.83229,13.85551,13.82057,82.83798,17.25312,0.74688,0.43824,0.83420,7.54250,7.69656,5.44950,77.91479
13.png,0,0,2,0.48589,0.34502,0.36845,0.48800,0.47515,0.80391,0.77937,203.40683,0.65825,0.82169,0.62038,0.76206,0.72879,1.96147,1.87312,202.81343,1.64092,2.08176,2.00501,1.22816,1.81524,7.40620,6.12177,201.07787
13.png,0,1,1,0.23413,0.23663,0.31803,0.25497,0.28972,0.31112,0.22419,206.62195,0.42653,0.22997,0.22613,0.22543,0.24110,2.81985,1.78392,206.43027,2.10896,0.62500,0.87117,0.89042,1.81491,7.85551,7.06032,204.38307
13.png,0,2,1,0.24059,0.27528,0.29923,0.23223,0.29925,0.29363,0.22548,211.10205,0.40605,0.24327,0.18804,0.19106,0.24025,2.08113,1.38527,210.98424,1.86338,0.55334,0.40908,0.57781,1.34988,8.73219,6.60629,209.46957
13.png,0,3,2,0.68331,0.44368,0.39579,0.58816,0.61286,1.11648,1.09470,213.44260,0.98355,1.05262,0.86149,1.00141,1.04928,2.49125,2.49488,212.58983,2.06137,2.61770,2.17411,1.49854,2.51001,8.00341,7.53794,210.27771
13.png,0,4,1,0.29786,0.25261,0.25525,0.25537,0.29643,0.58598,0.41887,213.63052,0.57889,0.28455,0.28788,0.34480,0.47007,3.27524,2.42113,213.42496,2.33862,0.83295,0.94656,0.88188,2.46023,8.81861,8.00517,211.14186
13.png,0,5,1,0.32340,0.30925,0.26024,0.28010,0.33488,0.65781,0.46646,208.69730,0.67327,0.23873,0.20887,0.27187,0.51281,2.49071,2.05233,208.57603,2.21637,0.74412,0.70565,0.55486,1.92638,7.92101,5.83012,207.32674
13.png,0,6,2,0.78077,0.59316,0.44285,0.76790,0.85184,1.39221,1.44613,209.53505,1.19819,1.39545,0.91968,1.13060,1.38281,3.07690,3.19258,208.43860,2.54200,2.94690,2.85946,1.52573,3.12842,7.19921,7.47265,205.81079
13.png,0,7,2,0.26116,0.24904,0.22776,0.30171,0.28750,0.88552,0.54833,215.61172,0.62104,0.34595,0.26387,0.32119,0.61085,3.60815,2.83671,215.07764,2.65519,0.90393,1.18966,1.15326,2.71468,8.97841,8.24359,212.20142
13.png,0,8,1,0.28672,0.24307,0.21970,0.21900,0.26569,0.83645,0.55934,219.40421,0.79609,0.30407,0.27369,0.25690,0.53023,2.33460,1.96345,219.03065,2.01334,0.77241,0.51102,0.66236,1.90205,9.28395,7.35121,217.06819
13.png,0,9,2,1.24741,0.65818,0.54211,1.06158,1.30112,1.89216,2.21078,219.96039,2.01755,1.60012,0.99571,1.37415,2.03439,3.32317,3.88704,218.93286,3.12399,3.39143,2.82789,2.21978,3.63618,8.55273,8.48566,216.18596
13.png,0,10,2,0.33655,0.24353,0.31546,0.27823,0.29018,1.23986,0.84050,225.98622,0.99368,0.35092,0.26339,0.42095,0.89594,4.43167,3.66995,224.97304,3.07563,0.95118,1.37722,1.63430,3.63178,10.06388,9.87900,221.10020
13.png,0,11,2,0.29790,0.17736,0.20378,0.19012,0.18962,1.11497,0.71845,228.05432,1.02181,0.27834,0.20857,0.24415,0.68946,3.47249,2.86562,227.34821,2.68592,0.90258,0.51813,0.78225,2.86323,10.79265,9.41464,224.40747
13.png,0,12,2,1.23734,0.70526,0.55288,1.07026,1.35796,2.02845,2.35805,222.39594,1.97584,1.83818,1.14833,1.51114,2.15016,3.91037,4.20844,221.52786,3.15118,3.54162,2.98545,1.90081,3.93664,8.42626,8.87963,218.74872
13.png,0,13,2,0.29422,0.25669,0.29598,0.27231,0.27264,1.39316,0.91123,227.70529,1.02912,0.39983,0.33480,0.37954,0.92348,4.35812,3.62420,226.73994,3.13236,1.04468,1.13690,0.97981,3.58155,10.45693,10.03337,222.97144
13.png,0,14,2,0.34701,0.18260,0.21451,0.19690,0.19884,1.23813,0.82506,226.31537,1.14427,0.26809,0.25758,0.23497,0.74751,3.28597,2.78545,225.57327,2.97344,0.68355,0.53410,0.48038,2.65345,10.43842,8.80557,222.96523
13.png,0,15,2,1.18886,0.66427,0.55926,0.98400,1.27715,2.37178,2.51171,222.95850,2.32546,1.65752,1.19876,1.71048,2.42573,4.99421,5.13495,221.48012,4.54894,2.57586,2.10821,1.83467,4.95388,9.02608,10.05911,217.68552
13.png,1,0,5,5.53094,6.39411,4.56415,5.02695,7.80005,6.44900,8.84762,118.23810,6.27196,6.73197,6.59907,4.44721,8.09502,7.23095,9.55039,121.42895,8.88988,5.21858,6.23410,3.60499,8.75688,8.03151,11.03074,127.85690
13.png,1,1,5,6.69663,6.81011,4.00189,3.36438,6.90914,5.96656,7.54863,122.60066,6.31997,4.94128,2.91646,3.03288,7.04484,8.13253,8.91903,123.42951,12.02497,3.62169,3.93572,2.72069,8.34528,7.51761,10.25554,126.61578
13.png,1,2,5,6.99413,6.31315,4.03493,3.69561,6.73196,6.17792,7.33566,130.39639,6.59647,5.47122,1.79454,3.76606,6.99400,9.04579,10.26990,131.55516,14.36658,3.06280,1.66808,5.65431,9.23856,7.32928,10.77976,134.99277
13.png,1,3,5,5.96890,7.24033,4.53157,4.99686,8.20250,7.73106,9.54097,115.70737,6.32909,6.12084,5.44759,6.88060,9.27099,10.31360,13.13116,118.89783,13.82114,6.19132,7.03064,5.63159,11.84420,7.99054,11.30943,126.61825
13.png,1,4,5,7.39603,6.91553,3.47323,4.31839,7.43652,6.46056,8.31906,132.49959,7.77052,3.96047,3.45812,2.59480,7.75313,8.54620,9.95457,132.34871,13.63570,4.42002,4.08332,3.06135,9.00448,7.32569,7.56761,133.50610
13.png,1,5,5,6.98000,6.79398,4.27673,5.49259,7.96803,6.39309,7.88012,134.66153,8.92712,5.29567,3.45230,2.65090,7.17791,9.22721,10.90899,134.99272,15.66409,3.42465,3.56415,3.13077,9.56691,6.38590,8.58316,137.72458
13.png,1,6,5,7.18313,8.12355,4.52222,6.35829,8.83972,8.12904,10.14118,110.38315,6.14123,6.41115,5.57821,4.97303,9.77158,10.52052,13.75128,114.66027,13.21187,4.86431,7.42069,3.71628,12.43203,7.63745,11.11327,123.25125
13.png,1,7,5,7.61334,7.80800,3.34927,4.34784,7.78324,6.20426,8.03475,129.73100,8.48787,4.51397,3.21943,3.36013,7.38785,8.67136,10.29862,129.32751,14.35197,3.73717,2.62352,3.17222,9.22348,8.67607,8.42118,130.37389
13.png,1,8,5,6.27530,8.67933,3.64957,3.40386,7.97077,6.82788,9.57861,134.14777,10.45712,5.85671,2.54456,2.86669,8.74165,8.03651,9.87527,134.75304,14.60775,5.30831,2.60454,3.46727,8.87181,7.46150,8.19653,137.52429
13.png,1,9,5,6.17048,10.05859,4.76946,5.02486,9.53488,8.33571,10.65059,111.28427,9.80185,5.58958,4.40575,5.02250,10.08121,10.60286,13.92964,114.66654,14.10457,5.33502,5.94993,6.19476,12.36610,9.40756,12.93960,122.70205
13.png,1,10,5,5.91673,7.00144,5.03966,3.16056,7.17382,6.56123,8.28790,122.16622,7.19966,5.60379,4.43059,3.31435,7.76740,9.28501,10.47713,123.12778,14.61635,5.52680,4.13590,4.63671,10.13555,8.57496,11.65676,127.41905
13.png,1,11,5,7.04729,8.30564,3.34734,3.64468,7.74411,6.33190,8.30138,129.00818,8.78790,5.47085,2.23633,3.74571,7.82355,11.24067,13.04928,130.50327,17.47600,3.00266,1.77291,5.52374,11.81224,7.81549,9.07884,134.63605
13.png,1,12,5,6.54603,9.67412,4.06226,4.97856,8.76024,7.74477,9.47483,109.29257,6.53593,7.49377,4.77846,4.20501,9.19751,10.30755,13.44185,111.84564,15.67645,4.10104,6.69125,3.52922,12.45601,11.22895,12.96922,119.84851
13.png,1,13,5,8.01083,7.47514,3.94976,4.38542,8.34758,5.75325,8.51059,125.73658,7.32488,7.97312,2.77946,2.68261,7.90659,8.92806,10.26687,127.20620,13.47450,5.17029,3.78822,3.07441,9.94876,8.55330,9.94165,130.69633
13.png,1,14,5,8.87811,9.83124,3.31664,3.45081,8.78268,6.07621,8.20311,128.20692,9.12813,5.20083,3.90344,3.28832,7.53039,8.43840,9.56435,129.60931,14.13941,1.86343,1.71095,4.20458,8.53074,8.93240,11.39205,134.53876
13.png,1,15,5,8.72880,8.40010,4.77548,5.06850,9.23901,6.88877,9.18544,107.61612,7.32733,7.78956,4.90526,4.54766,8.47305,9.30412,10.90600,110.16456,11.67436,6.87999,5.02568,5.73354,10.62056,11.32673,13.11892,117.63985
13.png,2,0,5,6.71963,10.78486,3.13753,3.78078,9.03315,7.94059,10.55963,94.20303,8.22314,9.00907,2.68459,4.26641,10.12629,8.34521,10.77621,93.81595,15.16452,4.44504,2.78455,3.19893,9.46001,5.13766,7.71714,92.74185
13.png,2,1,5,6.54794,9.61122,2.94827,3.44247,8.36013,7.02763,10.53513,95.31854,7.15818,9.77536,2.99209,4.59134,9.89233,6.87961,9.34567,93.91216,13.89534,3.50839,3.53975,4.21386,8.05122,5.98701,3.86446,91.45587
13.png,2,2,5,5.78459,9.64423,3.53235,3.29490,7.92240,7.80009,9.88651,90.55510,7.78267,9.16050,2.94418,5.30014,9.75709,7.85628,11.20307,90.14011,16.43244,4.80999,1.84444,6.83147,9.84796,6.78923,5.24012,90.14003
13.png,2,3,5,6.60414,10.57210,2.91431,3.99594,8.97814,9.56810,12.26630,93.16936,8.69681,11.39423,3.75949,5.14424,11.98018,11.48693,15.15324,93.88324,20.39190,6.39875,4.27237,7.04022,13.73986,7.17364,7.54603,93.67339
13.png,2,4,5,7.37500,10.20256,3.49601,4.14054,8.96621,8.59882,11.27095,90.75125,9.04963,9.78973,3.27372,4.94605,10.71977,10.63544,12.16356,90.05888,17.96887,6.30393,4.29943,4.56108,10.93172,7.43152,7.09256,89.59053
13.png,2,5,5,6.74124,9.22870,3.28791,3.10370,8.27987,7.65163,10.29864,86.36046,7.83324,10.33461,3.31028,4.40282,10.03329,10.48626,11.98397,87.47643,17.73449,5.60628,3.99263,4.47369,10.94670,6.89370,9.57279,89.06317
13.png,2,6,5,4.97988,9.45867,2.66088,3.21647,8.10792,8.45293,11.01816,95.81062,8.96775,8.23581,3.28816,5.47500,10.87048,9.25414,12.37370,94.78012,17.44396,4.48213,1.81359,6.37906,11.18223,6.58793,5.62549,91.93263
13.png,2,7,5,5.89264,9.52696,3.01922,3.24560,8.43216,8.04364,10.44670,83.82335,6.32917,9.35533,2.09981,4.33645,10.24935,9.39296,12.07187,84.45811,15.39973,7.04993,1.88327,6.31907,10.63069,5.81543,8.07497,86.09570
13.png,2,8,5,4.29497,9.39894,2.57202,3.61606,7.63910,7.36409,8.87364,86.53541,6.44785,7.22339,3.22932,4.81540,8.71100,9.97068,12.12430,86.91434,16.54783,6.76243,4.10195,5.77653,11.48267,6.15773,8.49882,87.18512
13.png,2,9,5,4.89818,12.08622,3.00407,3.35271,9.05486,8.24131,10.69915,86.01295,7.28224,8.60124,3.04244,5.22056,10.36258,9.42198,12.35518,86.91682,17.54599,4.84778,4.47584,6.18406,11.13984,6.41899,6.30145,87.51219
13.png,2,10,5,6.00598,10.52297,3.00773,3.77522,8.91910,8.54336,10.83440,92.15314,8.35574,9.22294,4.73780,4.84598,10.42814,9.69720,11.95868,92.04070,18.23159,5.36593,5.06888,7.05103,10.87621,6.11578,6.93615,91.54282
13.png,2,11,5,5.16396,10.86672,3.09933,3.19569,8.27367,8.49155,9.93567,88.28732,8.62610,6.85176,2.67065,4.80584,9.65470,9.77594,13.04786,88.14273,20.39732,3.73111,3.72728,6.09573,11.51324,6.58652,5.18731,88.24696
13.png,2,12,5,6.76378,10.27627,2.96535,3.54857,8.49785,8.65557,11.08794,87.64029,6.58436,10.64299,3.12146,3.53691,10.84579,8.85405,11.67713,88.53249,17.03712,6.40280,4.23089,5.07627,10.17513,5.69200,6.62986,89.37599
13.png,2,13,5,6.88733,9.81552,2.90319,3.43116,8.63118,9.15542,11.38033,98.34311,9.24017,8.81271,3.41550,6.13312,11.09484,10.29339,14.85384,96.87197,20.16490,2.80741,6.54708,4.95408,13.04717,6.22619,6.80142,94.12651
13.png,2,14,5,5.76930,12.30080,2.77461,3.42570,9.31915,8.19323,11.47157,89.79512,8.57550,9.32854,3.55914,5.19352,10.77216,8.70481,10.95960,89.92287,17.93853,3.77283,3.28131,5.36763,9.25117,5.41098,6.04650,90.63838
13.png,2,15,5,5.19946,11.61298,2.70850,3.49158,9.27164,7.72991,11.46167,91.20927,7.92393,9.74179,2.86617,5.10063,10.44464,9.51754,11.43628,90.89384,18.01478,4.38534,3.22250,5.80637,10.38931,5.22844,5.64631,90.39249
13.png,3,0,5,7.04007,9.30704,3.48790,3.39536,9.33028,7.93249,11.49233,89.85789,8.65604,9.83986,3.80668,5.11382,10.73631,9.35862,12.54194,90.23536,16.68847,5.17118,5.72352,4.90729,10.90860,6.69760,4.68448,91.53316
13.png,3,1,5,6.47402,9.29959,3.34728,4.02025,8.51884,7.37478,10.24704,85.96054,6.49118,10.38575,2.42224,4.43489,9.75402,8.59204,11.20321,86.84648,15.81919,3.35444,2.24660,4.14846,9.88667,5.02616,3.91536,88.96386
13.png,3,2,5,7.01269,10.43035,2.87830,3.21882,8.80942,7.10924,10.29415,95.66615,7.61818,10.82841,2.90752,3.53983,9.65670,9.71919,11.07579,95.05406,15.54116,4.53964,2.84287,3.88894,10.00602,4.77512,5.90973,94.36972
13.png,3,3,5,7.29820,10.34244,2.99824,3.74690,9.25373,8.43959,11.28799,96.57899,9.45285,9.50931,3.60050,5.91037,10.66494,8.33474,10.75583,95.91438,15.66568,3.29139,3.79250,5.52431,9.10740,5.81898,3.54328,95.34322
13.png,3,4,5,6.68123,10.31355,3.57982,3.55568,8.42528,7.51675,9.92577,93.89474,7.62925,8.56870,4.56669,3.66002,9.39968,8.61196,10.78353,94.57594,16.16655,6.12399,3.51216,4.64756,9.40464,6.55762,3.35795,95.55928
13.png,3,5,5,9.65158,10.33938,3.10209,3.82170,9.98961,8.67135,11.09702,101.81404,8.75857,8.65210,3.35878,4.71731,10.45250,9.46594,13.68323,101.31958,19.14121,4.38702,5.24199,4.73653,11.94691,6.38228,6.28632,99.50853
13.png,3,6,5,6.14918,9.91048,2.69891,3.11540,8.22241,7.91917,10.22757,86.19823,8.84227,8.02859,2.43107,4.21065,9.85579,9.56774,11.37436,86.32899,17.83739,4.21134,2.66928,4.40865,9.90648,5.20569,4.97375,88.11697
13.png,3,7,5,8.77674,9.64861,3.25760,4.89285,10.29065,9.60191,12.15848,103.21472,10.35106,8.65404,4.24998,4.50545,11.33824,10.32836,14.54858,101.65488,19.53574,7.93011,5.91556,5.73329,13.02194,6.23135,6.45720,98.51015
13.png,3,8,5,6.82332,10.04557,3.63117,2.85501,9.14740,7.24595,10.36547,87.70116,9.55166,7.37580,3.16077,3.99197,9.46609,8.12742,9.21490,87.91551,15.45314,6.25299,4.13607,4.90188,7.85633,5.38537,3.60284,89.18014
13.png,3,9,5,6.04689,10.10417,2.72721,3.12902,8.55113,7.42082,10.57091,88.29372,8.83409,8.28000,3.00994,4.30513,9.82461,8.08741,9.90326,88.55748,12.32077,6.48391,5.11847,4.40261,8.84261,4.82569,5.06246,88.89344
13.png,3,10,5,7.54514,13.36483,3.63190,3.63125,10.51985,6.82119,10.66068,89.05202,7.71465,8.78418,3.87487,4.64675,9.63893,8.19569,9.17908,88.42496,13.46210,3.88445,5.53946,5.21387,7.77579,5.15500,3.72370,88.24057
13.png,3,11,5,7.11483,10.29539,4.01269,3.39972,9.38532,8.23120,11.72040,90.44611,7.27770,9.99418,2.86817,4.58069,11.15242,8.58282,11.15040,91.02559,14.64551,6.32627,3.69725,5.86289,9.57862,5.47308,4.22764,92.61830
13.png,3,12,5,9.17771,10.71166,4.48588,5.09667,10.34527,8.07250,11.88280,97.90575,8.21264,10.81254,3.54856,3.76885,11.16284,9.69063,13.67984,98.29514,17.33569,6.06320,5.45319,3.77643,11.88601,6.17531,5.48568,97.95972
13.png,3,13,5,6.68174,7.64500,3.36224,3.35791,7.91952,8.37945,11.00368,84.13976,8.15187,8.23750,2.51855,3.02120,10.62940,9.62792,12.16408,86.00266,16.49629,5.63952,2.87595,4.97437,10.64819,5.58908,4.41435,89.60486
