image,row,col,cluster,e0_gabor000,e0_gabor045,e0_gabor090,e0_gabor135,e0_log,e0_dog,e0_log2,e0_media,e1_gabor000,e1_gabor045,e1_gabor090,e1_gabor135,e1_log,e1_dog,e1_log2,e1_media,e2_gabor000,e2_gabor045,e2_gabor090,e2_gabor135,e2_log,e2_dog,e2_log2,e2_media
07.png,2,9,1,0.52929,0.52065,0.47815,0.49759,0.58767,0.20126,0.24831,133.29575,0.17037,0.17397,0.17258,0.18238,0.20347,0.08960,0.12364,133.31888,0.13739,0.08533,0.10670,0.08796,0.10313,0.05605,0.04696,133.35349
07.png,2,10,1,0.50819,0.50531,0.52085,0.44917,0.52369,0.16045,0.22595,131.93814,0.13819,0.20346,0.16991,0.13718,0.18547,0.08726,0.10974,131.95921,0.06061,0.06705,0.08148,0.05792,0.09810,0.07520,0.09056,132.02213
07.png,2,11,1,0.55768,0.57343,0.47729,0.46957,0.57398,0.18214,0.24625,130.76099,0.15829,0.16655,0.23683,0.19679,0.19744,0.07276,0.07917,130.79897,0.04781,0.05499,0.10518,0.06207,0.06723,0.05027,0.04203,130.84608
07.png,2,12,1,0.50242,0.57453,0.65332,0.49316,0.61644,0.22182,0.23452,129.44670,0.22699,0.13445,0.12431,0.17636,0.18957,0.08901,0.09167,129.45242,0.07906,0.04032,0.05109,0.09071,0.07792,0.04071,0.05201,129.48990
07.png,2,13,1,0.56839,0.56985,0.62478,0.42050,0.59215,0.18270,0.22758,128.09354,0.14364,0.13418,0.27037,0.13331,0.18037,0.10869,0.08456,128.12881,0.13325,0.25323,0.10471,0.06598,0.07049,1.08273,0.38871,128.15085
07.png,2,14,2,0.94879,0.96424,2.60928,0.86261,2.07835,1.26453,1.71764,121.66638,0.89218,1.12858,2.28966,0.63841,1.31186,2.24187,2.01143,121.58400,0.85155,1.12769,1.71363,1.44409,1.88826,2.47529,3.63363,120.81078
07.png,2,15,3,2.44006,2.43034,6.02136,2.04711,4.74336,4.45459,5.99247,100.07019,2.71440,2.04266,7.48448,1.47800,5.33744,4.28352,5.44219,101.84796,1.88583,2.64415,5.31094,2.56105,4.46654,2.06758,3.78907,104.10654
07.png,3,0,5,5.61714,3.15805,5.96995,3.08146,6.45229,6.01223,8.13824,156.62335,6.39434,3.81916,6.95779,4.38670,7.25471,8.21961,9.36952,156.60454,5.93025,2.73647,13.04929,4.32145,9.19461,5.93156,9.75887,157.47791
07.png,3,1,2,0.66194,0.48831,0.78000,0.48730,0.61803,1.72714,1.36051,199.47879,0.66678,0.67873,2.14105,0.83751,1.68258,3.36522,3.44402,197.71538,1.79981,0.89061,6.03758,1.31417,3.46014,5.74670,5.69390,193.03960
07.png,3,2,1,0.64718,0.37163,0.49985,0.37707,0.51209,0.21950,0.29239,198.82468,0.29074,0.17418,0.24123,0.13594,0.23918,0.17041,0.19202,198.82787,0.18321,0.05790,0.14088,0.11842,0.18412,0.27974,0.27545,198.79965
07.png,3,3,1,0.76487,0.45428,0.50364,0.48958,0.62679,0.25751,0.35417,196.54813,0.36568,0.19416,0.28243,0.19340,0.29634,0.13909,0.16519,196.60854,0.13475,0.09608,0.17014,0.15349,0.13791,0.22375,0.18194,196.68811
07.png,3,4,1,0.63339,0.42616,0.57666,0.46040,0.54431,0.98812,0.82160,194.42657,0.29574,0.24064,0.88372,0.22644,0.77367,2.13124,2.02840,193.88965,0.21693,0.36366,2.29829,0.38433,1.92757,4.34609,4.49197,192.19978
07.png,3,5,2,0.47279,0.47805,2.28848,0.51978,1.58092,1.45680,1.90948,144.42105,0.24119,0.35798,3.16897,0.37854,1.95891,2.28223,2.83443,145.88533,0.13522,0.55718,5.29385,0.59717,3.03124,4.09296,4.97512,149.34763
07.png,3,6,1,0.47090,0.48518,0.56820,0.50376,0.55196,0.22583,0.26107,137.11697,0.17205,0.16126,0.20652,0.16457,0.21430,0.07552,0.15801,137.12372,0.06025,0.10334,0.14315,0.08281,0.12355,0.24556,0.12356,137.17921
07.png,3,7,1,0.46027,0.50762,0.51755,0.47379,0.56391,0.18397,0.23658,135.91771,0.11381,0.15111,0.22039,0.19584,0.19268,0.09654,0.09910,135.93274,0.08288,0.06395,0.10517,0.04662,0.08663,0.09786,0.08593,135.93979
07.png,3,8,1,0.49470,0.59560,0.52786,0.48121,0.60721,0.22116,0.29063,134.68155,0.12876,0.24580,0.21817,0.19945,0.24047,0.14691,0.14297,134.69547,0.13732,0.05626,0.08470,0.06803,0.10551,0.12935,0.13417,134.68277
07.png,3,9,1,0.71680,0.50735,0.49246,0.45924,0.63340,0.29335,0.33801,133.46970,0.26599,0.16542,0.17055,0.14182,0.27811,0.16461,0.23815,133.41125,0.30988,0.08407,0.08216,0.12346,0.19816,0.22051,0.17351,133.33330
07.png,3,10,1,1.50016,0.84225,0.91102,0.66940,1.22850,0.86955,1.01348,129.82680,0.96792,0.47064,0.91996,0.36057,0.87243,0.83576,1.05835,130.26196,0.90469,0.87557,1.32631,0.34456,0.83033,0.94387,1.11106,130.68367
07.png,3,11,1,0.65180,0.60415,0.91458,0.51723,0.74576,0.40826,0.44921,130.44638,0.38698,0.37113,0.31351,0.28574,0.39826,0.67668,0.59456,130.23253,0.65690,0.38076,0.95015,0.49673,0.58848,1.14339,1.00166,129.91608
07.png,3,12,1,0.42479,0.60726,0.49172,0.54434,0.58993,0.20027,0.22345,129.59119,0.14566,0.18216,0.21137,0.14080,0.18684,0.11312,0.10090,129.61304,0.11863,0.13792,0.15684,0.10174,0.10158,0.79293,0.51458,129.59821
07.png,3,13,1,0.50610,0.53220,0.51406,0.53512,0.58282,0.19784,0.23494,128.30196,0.24326,0.29696,0.17359,0.27290,0.19836,0.65819,0.41632,128.28685,0.82306,0.63192,0.52932,0.62036,0.48796,3.02043,2.82269,127.74582
07.png,3,14,3,3.54222,2.19220,3.73324,1.77640,4.15896,4.40022,5.62316,92.61054,3.02200,2.66562,4.27494,2.76605,5.37698,4.97029,7.23112,93.59303,3.52763,2.93485,6.69274,3.41309,6.65449,3.21716,6.68440,97.13610
07.png,3,15,2,3.45322,1.66909,1.69951,1.37823,2.71222,2.31485,2.86240,67.05680,3.19150,1.44904,2.22151,1.97966,2.67984,2.75112,2.87847,68.63405,2.62456,1.18908,2.41704,1.75224,2.83265,6.36827,5.59970,71.97031
07.png,4,0,5,8.52938,3.76096,8.02166,4.27163,10.35777,9.68634,13.13227,116.51082,10.20286,4.36394,9.28023,6.03101,12.28247,8.78917,13.93589,117.51215,9.57179,3.26542,17.55528,3.50754,12.14277,8.45347,10.06595,122.75507
07.png,4,1,2,0.61955,0.47940,0.75519,0.42705,0.61509,1.85704,1.54131,198.48122,0.65013,0.70614,2.36663,0.54281,1.90449,3.84069,4.12557,196.59189,2.09080,1.69172,6.32673,1.02895,4.34765,6.62469,7.41731,190.94406
07.png,4,2,1,0.58916,0.47662,0.45964,0.35070,0.53957,0.29832,0.38320,195.86261,0.39665,0.20191,0.22756,0.20673,0.34683,0.30683,0.35774,195.97830,0.48065,0.10776,0.20542,0.11284,0.32348,0.22736,0.31461,196.20572
07.png,4,3,1,0.58035,0.48605,0.50131,0.46809,0.60424,0.27113,0.34446,192.46574,0.31679,0.24465,0.24588,0.16535,0.29597,0.20226,0.29614,192.60406,0.37084,0.06846,0.23430,0.18336,0.25085,0.16136,0.21071,192.86960
07.png,4,4,1,0.56889,0.43731,0.53243,0.44525,0.56043,0.87914,0.73563,188.37410,0.31771,0.28635,0.79209,0.27056,0.68012,1.92052,1.79592,188.06007,0.31054,0.27948,2.02512,0.43304,1.69665,3.90864,3.96356,186.83762
07.png,4,5,2,1.31861,0.57374,2.20820,0.67316,1.73211,1.70722,2.12101,142.91145,0.97236,0.42564,2.91125,0.40167,2.08243,2.21460,2.72483,144.04828,0.64599,0.43934,4.90979,0.54964,2.76173,3.75015,4.28232,147.04214
07.png,4,6,1,1.30156,0.52964,0.53676,0.52257,0.85689,0.70527,0.69629,136.64700,0.96215,0.20974,0.23288,0.29291,0.60485,0.58145,0.77008,136.51875,1.13424,0.16523,0.14975,0.14387,0.58596,0.79100,0.56123,136.20767
07.png,4,7,1,1.27160,0.43918,0.48108,0.53961,0.92366,0.64504,0.71311,135.29636,0.91086,0.20039,0.36615,0.28498,0.61324,0.73833,0.87004,135.19969,0.98976,0.24563,0.26716,0.25326,0.76688,0.76813,0.66774,134.88290
07.png,4,8,1,1.53762,0.52342,0.70737,0.59934,1.21176,0.62525,0.79787,133.61877,0.74464,0.13979,0.23333,0.32421,0.69342,0.53525,0.55290,133.69821,0.60882,0.09585,0.23237,0.19297,0.44429,0.69385,0.69184,133.61810
07.png,4,9,1,1.08490,0.49630,0.55180,0.69909,1.13867,0.43797,0.73120,132.49323,0.67090,0.21022,0.22291,0.27267,0.59941,0.51427,0.49555,132.52008,0.48406,0.09578,0.12793,0.28155,0.47095,0.97957,0.84978,132.47720
07.png,4,10,2,1.39659,0.93056,4.05675,0.79763,2.42138,1.87726,1.82310,125.90588,0.65996,0.46042,2.15442,0.50128,1.70535,2.30888,2.80261,126.42596,0.71755,0.61077,3.14509,0.41344,2.39822,2.03073,2.95732,127.19920
07.png,4,11,2,1.00790,1.22618,1.74676,0.67467,1.83918,1.12616,1.56193,127.58141,0.43024,0.61224,1.92669,0.27902,1.45368,1.75665,1.91740,127.03042,0.46979,0.63900,2.88502,0.32364,1.93766,3.20837,3.06723,126.27296
07.png,4,12,2,2.60754,1.21187,1.00334,0.84916,2.10232,1.78299,2.19343,118.36987,2.48566,0.70558,1.06598,0.75308,1.91817,2.13933,2.28584,118.83714,2.37936,1.52445,2.09551,1.21626,1.98239,2.81982,3.67909,119.37564
07.png,4,13,2,6.06983,1.07637,1.12303,1.19406,3.45230,3.14052,3.96835,111.08900,5.85041,1.27409,0.61278,1.30633,3.47462,2.51077,3.15334,111.08807,4.89658,1.74434,0.70918,1.17390,2.52299,5.39118,5.41866,110.31458
07.png,4,14,3,2.23409,0.95149,3.81984,1.11604,3.46250,3.79088,5.01774,93.04192,2.61756,1.49937,6.54978,1.77162,4.54818,4.83370,5.68720,93.23775,2.25838,1.39323,7.42548,2.42578,5.23998,2.00919,3.85768,93.69753
07.png,4,15,2,1.98524,0.97819,1.68832,1.01040,1.74981,1.24032,1.46693,74.23735,1.19749,0.86068,1.46905,0.81623,1.42353,1.94789,2.06482,74.71904,0.95932,1.03505,2.36404,1.01209,2.35757,2.63925,3.89848,74.95175
07.png,5,0,4,5.30690,1.88825,4.08944,2.05287,4.98888,6.45702,7.43270,91.18313,6.87041,2.18060,5.00348,1.83263,7.38178,9.67675,11.53101,94.62464,10.47557,3.90639,9.92081,3.37835,11.48610,14.52739,18.54537,102.99946
07.png,5,1,2,0.75596,0.43621,0.73335,0.60083,0.65373,1.64107,1.38129,195.50519,0.72591,0.67145,1.82465,0.61818,1.73391,3.96623,4.14754,193.78485,1.73339,1.94988,5.71346,1.72322,4.71724,6.78335,8.35798,187.88681
07.png,5,2,1,0.71320,0.38208,0.58143,0.38220,0.58128,0.26916,0.33073,191.80432,0.37136,0.18118,0.28805,0.17582,0.28942,0.24333,0.30367,191.93440,0.28222,0.12309,0.17546,0.16997,0.29314,0.42483,0.46435,192.03915
07.png,5,3,1,0.88521,0.41316,0.52008,0.55290,0.66337,0.31975,0.38719,186.41293,0.40982,0.21415,0.24541,0.24886,0.34499,0.26365,0.32557,186.57797,0.43007,0.14517,0.19043,0.22769,0.28777,0.53770,0.51517,186.76782
07.png,5,4,1,0.70609,0.43676,0.65711,0.49829,0.60817,0.82291,0.73481,180.09102,0.39622,0.36201,0.72212,0.33615,0.68630,1.79033,1.68723,179.90634,0.48715,0.36805,1.76365,0.53204,1.64145,3.49833,3.79090,178.87839
07.png,5,5,2,2.99676,1.41724,2.47176,1.38141,2.74027,1.81750,2.41389,137.84995,1.89542,0.89764,2.74889,0.82804,2.24915,2.45684,3.06124,139.20111,1.80979,0.70438,4.45458,0.70482,3.05474,3.54954,4.43459,142.27882
07.png,5,6,2,3.57151,1.41678,0.89849,1.55333,2.27831,1.03350,1.43875,131.76199,2.32883,0.86015,0.45981,1.03862,1.19770,1.37796,1.62159,131.98007,2.60933,0.27515,0.24720,0.16815,1.51737,0.99298,1.51617,132.43994
07.png,5,7,2,3.76468,1.52781,1.27397,1.36997,2.43755,1.23945,1.57526,129.76831,2.29712,0.94988,0.69475,1.18059,1.35441,1.66993,1.82181,129.88847,2.89042,0.32923,0.68273,0.51224,1.72329,1.13968,1.71803,130.36429
07.png,5,8,2,4.24285,1.41370,1.16327,1.59954,2.44926,1.59375,1.92428,128.56067,2.15423,1.38289,0.86155,1.12060,1.74076,1.78515,2.22814,128.56483,3.27056,0.49925,0.67180,0.62097,2.01745,1.22554,1.72517,128.89389
07.png,5,9,2,3.26457,1.63645,1.35719,1.36092,2.21854,1.45257,1.70981,128.10364,2.66579,1.16207,0.55154,1.09337,1.45199,1.47937,1.98367,128.09793,2.51346,0.61483,0.25961,0.44857,1.78149,1.00941,1.38256,128.27789
07.png,5,10,3,4.61170,2.37477,4.88379,3.03964,4.83199,2.98862,3.93855,110.62916,2.41730,2.20804,4.12396,2.54703,3.37729,3.73620,4.69398,111.57883,1.60354,4.20762,2.16506,3.41326,4.32785,3.94519,5.67536,114.48388
07.png,5,11,2,5.14747,1.65019,3.92491,2.07385,4.13305,2.76640,3.25068,123.61853,2.45647,1.25760,2.66733,1.13731,2.83507,2.34925,3.09095,122.76842,2.15914,2.08129,2.29897,2.02231,2.83975,5.65231,4.77679,120.62885
07.png,5,12,2,2.93436,1.11188,2.10100,1.16771,2.51745,2.59448,2.90471,90.33768,2.26448,1.26886,2.18963,1.45309,2.83253,3.89092,5.15396,91.68294,2.89340,2.75848,2.53768,2.57475,4.93887,3.90858,5.09826,94.25845
07.png,5,13,2,2.51541,1.25251,3.03709,0.91596,2.68751,2.84094,3.34311,70.35091,3.20303,1.42230,3.19203,1.57628,3.09093,3.81968,4.42394,71.06557,3.20937,2.78630,2.48453,1.96587,4.56765,5.25636,6.62028,73.84043
07.png,5,14,2,2.21961,0.78124,1.54590,0.68834,1.83372,2.05425,2.59057,96.89897,3.20533,0.98931,2.12117,1.00695,2.35544,3.49674,3.17074,95.95396,1.73054,2.43143,1.73066,2.17518,3.22218,3.29197,5.72152,92.79482
07.png,5,15,2,2.86504,1.02136,2.37805,0.99177,2.55811,2.65514,3.20524,68.64713,3.20970,1.37324,2.07746,1.39927,2.98478,2.42568,3.09926,69.45963,2.66246,1.54900,1.75739,1.78731,2.92598,4.06947,5.28652,72.41293
07.png,6,0,5,7.14653,2.98089,5.33700,3.08812,6.62452,6.43162,8.08092,162.09779,9.57174,2.64686,5.13664,3.94281,7.31460,7.32452,9.16733,160.02640,6.47395,2.72847,7.99231,6.53515,8.78838,7.70472,10.32352,155.55331
07.png,6,1,2,0.65554,0.56147,0.81569,0.55456,0.64440,1.36519,1.17707,190.36401,1.27427,0.71905,1.53956,0.78882,1.35594,2.75188,2.71650,189.13678,1.61336,1.18241,4.65570,2.00371,2.85181,8.47889,6.53357,185.63678
07.png,6,2,1,0.66797,0.41708,0.46578,0.52354,0.59225,0.28868,0.36605,183.68179,0.38961,0.19113,0.29011,0.29533,0.31483,0.27937,0.31741,183.84317,0.37502,0.09101,0.21151,0.29484,0.30623,0.56471,0.57018,184.11227
07.png,6,3,1,0.72155,0.48850,0.53408,0.54362,0.65447,0.31939,0.41068,174.75937,0.42638,0.20802,0.20358,0.38306,0.35558,0.32246,0.36525,175.01544,0.40050,0.21742,0.23112,0.32325,0.35956,0.53882,0.56662,175.49103
07.png,6,4,1,0.55173,0.51007,0.55036,0.59156,0.62053,0.51436,0.48388,163.41742,0.29359,0.33933,0.36807,0.28588,0.45476,1.26206,1.08528,163.66055,0.45312,0.57184,1.23577,0.53922,1.02366,3.01258,2.51615,163.73210
07.png,6,5,2,2.53045,1.36449,2.19158,1.51790,2.64739,2.32451,3.09191,131.69643,2.32820,1.60020,2.53542,1.62452,2.79283,2.88237,3.25656,132.57996,1.67604,2.51005,4.30771,1.13934,2.85756,2.11927,2.94895,134.54907
07.png,6,6,2,1.76200,0.71132,0.73040,0.74934,1.24460,1.14042,1.35263,132.59633,1.66347,0.64707,0.90397,1.17749,1.19376,1.80660,1.79760,132.10855,2.34389,1.46003,1.98531,1.94970,1.60802,3.30340,3.47934,131.06276
07.png,6,7,1,0.57648,0.55656,0.66347,0.53975,0.65106,0.33535,0.34388,132.81317,0.26290,0.47895,0.49877,0.26501,0.27785,0.92666,0.55743,132.84241,0.92166,0.93460,0.90076,0.73884,0.61670,4.41718,3.21836,132.30603
07.png,6,8,2,1.05830,0.79902,1.14743,0.77965,1.17351,0.98718,1.27559,130.49365,0.73979,0.92278,1.15944,0.95002,1.07832,1.08558,1.24026,130.42853,1.00997,0.76841,0.91867,1.78291,1.20738,1.83039,2.09498,129.73203
07.png,6,9,1,0.65337,0.55773,0.88935,0.52453,0.70980,0.45267,0.45267,130.65921,0.23144,0.27661,0.52101,0.31348,0.42065,0.78389,0.56482,130.62201,0.68096,0.31686,0.57749,1.11085,0.63027,2.93442,2.19770,130.15366
07.png,6,10,3,2.27265,2.10306,5.58539,1.69720,4.08890,3.13510,4.76399,114.03270,2.17558,1.99882,5.67335,1.91149,4.11583,3.95907,4.48403,114.20265,1.94515,3.18478,3.16946,2.99876,4.43379,4.72020,6.08592,114.94797
07.png,6,11,3,3.16137,2.01951,3.69228,1.65315,3.68457,3.24875,3.97459,119.69313,2.81715,1.78794,4.52865,1.58350,3.63587,4.72741,5.15666,118.71732,3.54215,4.09248,4.11459,2.16764,5.37701,5.13501,8.22050,115.59457
07.png,6,12,3,3.97961,1.31939,3.27176,1.37458,3.63270,4.86503,5.55268,73.37348,5.46801,2.51101,3.00552,2.38028,5.48580,5.93909,7.54436,74.36697,8.29868,3.51859,6.81495,2.04100,6.60475,5.45766,5.74846,77.81715
07.png,6,13,3,2.01627,1.15369,4.41231,1.27027,3.27550,3.16919,4.14481,66.37466,2.74253,1.34888,3.95010,2.23941,3.92607,2.72596,3.88986,66.19117,4.95448,2.02147,3.86197,3.54421,3.53487,2.53883,2.41718,66.55669
07.png,6,14,2,2.88702,0.90049,1.48516,0.85340,2.18258,2.80702,3.15302,65.44232,3.50982,0.72106,2.19824,0.95235,2.98912,3.41769,4.46268,66.84660,2.83797,1.84005,3.26747,2.03997,4.49415,3.96439,6.46668,70.05847
07.png,6,15,2,3.59371,1.35972,2.85731,1.14081,3.04554,2.85339,3.50135,92.08882,3.65921,1.40609,3.28510,1.35120,3.27618,2.39108,3.12315,91.01151,2.33536,1.72444,2.22617,1.33351,2.81704,2.37410,3.56034,88.20687
07.png,7,0,3,8.00719,1.88092,4.98048,2.07508,7.12296,5.55023,8.14726,95.48695,9.05511,1.74800,6.24451,2.85576,7.18789,8.44614,8.67214,97.35507,6.69923,3.52483,9.89176,3.09786,8.39554,11.15925,14.85778,104.50177
07.png,7,1,2,0.76680,0.46481,0.87311,0.65024,0.76905,1.77716,1.49534,181.03860,0.85076,0.57892,2.09510,0.72514,1.82501,4.02008,4.10457,179.42766,1.73696,1.09275,5.52781,1.48688,4.55000,6.38575,8.09335,174.13783
07.png,7,2,1,0.52544,0.50891,0.65310,0.46540,0.58543,0.27258,0.33172,170.12561,0.34573,0.18190,0.23203,0.32815,0.28726,0.21390,0.25135,170.52823,0.33291,0.19726,0.21915,0.35769,0.22653,0.26463,0.20290,171.36697
07.png,7,3,1,0.59613,0.48580,0.60048,0.53834,0.60944,0.30027,0.34030,158.72083,0.25536,0.18060,0.26457,0.26951,0.30544,0.24394,0.31784,159.18182,0.34783,0.25830,0.27286,0.36897,0.28991,0.58859,0.48520,160.17975
07.png,7,4,1,0.57705,0.49116,0.60217,0.49361,0.63754,0.63692,0.61416,148.47891,0.35855,0.31028,0.58916,0.31183,0.53787,1.64651,1.38144,148.50591,0.38332,0.41943,1.32833,0.57155,1.32531,2.83145,3.02316,148.27838
07.png,7,5,3,2.43428,1.18157,2.70585,1.31834,2.74425,2.78105,3.52106,104.14634,2.12775,1.47057,3.27731,1.97097,3.49922,4.32584,5.12223,105.78467,1.70517,2.94504,5.18947,3.36320,5.19653,3.96500,6.28485,110.03563
07.png,7,6,3,2.83218,1.34164,3.33879,1.25328,3.36072,4.46702,5.03770,84.10886,3.84052,1.27932,3.88599,1.86763,5.04017,5.33652,7.21967,86.02863,5.71504,2.65259,6.41514,2.89609,6.77898,5.85945,7.28642,90.38839
07.png,7,7,3,2.94289,1.54324,3.17169,1.28049,3.28011,3.46191,4.24095,106.80367,3.89817,1.72174,3.85330,1.41931,3.90269,4.23121,5.07897,106.41818,3.82594,2.91998,5.73578,1.81806,4.79688,3.90064,5.70993,105.25700
07.png,7,8,3,2.62258,1.45667,2.96385,1.60868,3.10237,2.89049,3.78800,109.35859,2.25764,2.72123,2.37147,2.92374,3.77178,3.84706,4.66665,109.85893,2.55216,3.37560,3.21994,5.04650,4.53848,2.54043,4.08955,111.83243
07.png,7,9,1,1.41962,0.84984,1.26688,0.64901,1.15895,0.95619,1.05032,124.36299,0.67520,0.54831,0.94081,0.37608,0.98146,0.91302,1.20444,124.22529,0.75038,0.79363,1.04704,0.63456,1.11548,1.49709,1.41335,124.02576
07.png,7,10,2,1.20460,1.14642,5.59377,1.09386,3.29305,2.62271,3.92472,119.47842,0.82408,0.83025,7.02291,0.58721,3.18945,3.03971,3.25270,119.69586,0.41059,0.44579,4.71047,0.50310,2.87714,4.04999,4.55425,120.45891
07.png,7,11,3,1.48448,1.03796,4.48109,1.14248,3.11640,3.17372,3.97972,121.22832,1.50521,1.46014,6.31576,0.89838,3.56241,4.59607,5.03398,120.33702,1.99284,1.44719,5.55613,0.99556,5.17617,6.11130,8.64447,117.25220
07.png,7,12,3,4.58543,1.54247,3.10700,1.49044,3.78323,4.30223,5.25370,65.44617,5.74113,2.64098,3.83089,2.30256,4.99859,5.92701,7.51228,68.78346,8.03437,3.76927,7.73377,2.33420,6.60308,5.63848,6.76393,74.44845
07.png,7,13,2,2.07662,1.55168,3.95683,1.30145,3.04820,2.91494,3.59170,61.77885,2.40986,0.98452,4.05044,1.46556,3.30755,2.22943,3.82824,62.01769,4.22742,1.68813,4.86454,2.77564,3.14077,2.19132,1.31080,62.11876
07.png,7,14,2,1.33029,1.10195,1.74133,0.93634,1.84221,2.73875,2.92232,63.27516,1.29594,1.22950,3.29342,1.04828,2.86253,2.86273,4.19772,63.10100,1.89254,2.14798,4.28157,1.94926,3.98460,4.73849,5.83531,64.02841
07.png,7,15,3,3.77244,1.38637,4.15637,1.13002,3.61693,3.59601,4.10172,110.04939,3.26400,1.69616,3.85411,1.07973,3.87285,4.50448,5.49398,108.76495,4.66856,3.20745,2.32154,2.86079,5.21523,6.01381,6.64961,104.63126
07.png,8,0,4,8.05357,1.48268,4.75921,1.31480,6.48734,6.44251,7.90715,85.74809,9.26874,1.84671,5.84346,1.21572,7.11847,5.59933,7.65799,85.89104,8.83714,1.62333,7.73616,1.29373,6.65789,6.61081,7.05586,87.52003
07.png,8,1,4,3.09321,0.76888,1.29285,0.70073,1.94724,3.19125,3.32829,162.67807,3.66606,0.87091,2.54715,0.97096,3.39837,5.80992,6.35989,161.21268,4.09320,1.39601,6.70115,1.63644,6.44562,10.33235,11.93709,155.11511
07.png,8,2,2,2.72343,0.53010,0.58621,0.50919,1.59088,1.57685,1.95388,151.93515,2.45282,0.45771,0.37586,0.55864,1.81564,2.13856,2.75564,152.61713,4.13244,0.61439,0.28171,0.77037,2.43738,3.06696,3.75443,152.64102
07.png,8,3,2,2.75148,1.23765,1.34033,1.01324,2.24573,2.25824,2.88795,143.29135,2.76700,1.36239,1.64417,1.00497,2.48438,2.00313,2.77659,143.95291,3.50941,2.46829,1.63353,1.32669,2.11023,1.69509,2.24802,144.97836
07.png,8,4,2,3.00641,1.67301,0.90626,1.23994,2.25945,2.74205,3.07144,140.13437,4.06244,1.49093,1.28950,1.38249,2.75879,3.26227,3.94217,140.12798,5.54956,1.47193,1.81059,2.39806,3.47753,2.07361,2.91444,140.48093
07.png,8,5,3,3.64964,1.36803,2.45171,1.43880,3.01456,2.88524,3.69599,105.26153,3.62798,1.14901,2.46732,1.57567,3.49195,4.08632,5.06833,106.28260,5.03697,1.27514,3.30797,2.18722,4.73329,4.49884,6.14781,110.07451
07.png,8,6,3,3.92435,1.67224,2.30810,1.35500,3.64084,3.97416,4.73807,77.68717,4.56158,1.51786,3.27258,1.43979,4.38018,5.86711,6.94444,78.12761,4.57257,1.87088,6.07521,2.55667,6.83643,8.93952,10.88612,81.82348
07.png,8,7,3,7.32810,3.07766,4.43981,2.44356,5.98976,5.50772,6.07602,97.29791,6.06451,2.67930,4.26100,3.29204,5.53603,4.84708,6.74061,96.46646,6.64076,2.38260,6.57748,5.33892,5.91573,3.20284,6.74083,93.88260
07.png,8,8,3,6.11895,3.10523,3.77816,2.74589,5.64114,5.50775,6.57496,108.33107,8.32931,2.52820,2.54774,3.90605,6.00696,5.15193,7.15517,108.32832,8.24752,4.27067,2.60168,5.43354,6.04583,3.10855,5.34069,107.07404
07.png,8,9,2,3.33304,1.15579,1.55157,1.09309,2.63772,3.56966,4.03609,108.18848,4.66668,1.65414,1.64943,1.65593,3.75166,2.54449,4.16334,108.27261,4.01288,1.86605,1.44821,1.52619,3.32141,2.98216,2.13391,109.10789
07.png,8,10,3,2.51751,2.08432,6.35460,2.14561,4.66852,3.33556,5.66105,105.25387,2.40869,2.34423,8.31217,2.10122,4.66652,3.82399,4.20043,105.53064,2.23571,2.31151,4.03699,1.47707,4.17127,3.28910,5.61321,106.26068
07.png,8,11,3,1.97288,1.40705,5.23742,1.29612,3.86166,3.95034,5.13323,109.89072,3.12821,1.68241,6.10486,1.80798,4.78018,4.92051,5.97612,109.57418,2.34148,2.46186,4.38262,2.35152,6.00844,5.91727,9.37031,106.84760
07.png,8,12,3,3.57486,2.52040,6.04514,1.99822,4.24461,3.95747,4.71165,83.83422,4.06614,2.09746,2.85269,2.73007,4.58507,4.00945,6.23805,84.35091,2.95732,2.92798,6.70759,3.23890,5.62412,3.65986,4.98621,85.72725
07.png,8,13,2,1.69924,1.17483,4.60506,1.11109,3.44060,3.43855,4.36868,67.10416,2.08594,1.32174,5.51413,0.91899,3.96740,2.50621,3.78622,67.00157,2.05697,2.56627,6.27484,2.10563,3.18327,2.17959,3.43651,67.09966
07.png,8,14,2,1.17704,0.90745,2.74780,0.77305,1.98226,2.50278,2.87637,79.92612,1.13855,1.03951,3.30691,0.93281,2.82079,2.72350,3.37131,79.01221,0.83108,1.41249,4.60287,1.18037,3.23183,3.02618,4.54918,77.49550
07.png,8,15,2,1.77769,1.11405,1.63812,0.93893,1.94626,1.85877,2.13120,97.45439,2.02783,1.32180,1.33406,0.79601,2.05246,2.46088,3.07595,98.25432,2.38927,1.88997,1.92203,2.39450,3.11398,3.73769,4.45017,99.46625
07.png,9,0,4,6.48866,1.01464,3.33464,0.95102,4.66257,4.36470,5.33696,68.23166,6.65674,0.99402,4.07778,0.95361,4.75626,4.65767,5.31299,68.92107,5.44188,1.02771,5.61343,0.95270,4.71224,8.33895,7.25105,71.26338
07.png,9,1,2,0.73809,0.72704,3.78028,0.63599,2.06139,3.53405,3.17025,108.16127,1.45360,0.54211,4.20830,0.71700,3.34779,4.47076,5.38003,108.11172,3.43107,0.91217,7.34653,1.21159,5.05478,3.43566,4.54875,108.47188
07.png,9,2,2,0.78133,0.72081,0.80406,0.62882,0.81731,0.95031,0.80654,108.20728,1.14234,0.67421,0.58297,0.45194,0.83206,2.23479,1.79809,108.45024,2.70472,1.20962,0.75340,0.90879,1.99794,6.19664,5.34429,110.75836
